"POLITICO";"NOME_CASA";"PARTIDO";"UF";"ID";"ANO_MANDATO";"LEGISLATURA";"URL_FOTO"
"PEPE VARGAS";"PEPE VARGAS";"PT";"RS";"141445";"2007.0";"53.0";""
"MÁRIO NEGROMONTE";"MÁRIO NEGROMONTE";"PP";"BA";"74635";"2011.0";"54.0";""
"JOSÉ PIMENTEL";"JOSÉ PIMENTEL";"PT";"CE";"74298";"2007.0";"53.0";""
"MAURO MARIANI";"MAURO MARIANI";"PMDB";"SC";"5830542";"2011.0";"54.0";""
"GUILHERME CAMPOS";"GUILHERME CAMPOS";"DEM";"SP";"141447";"2011.0";"54.0";""
"VIRGÍLIO GUIMARÃES";"VIRGÍLIO GUIMARÃES";"PT";"MG";"74593";"2007.0";"53.0";""
"MAX ROSENMANN";"MAX ROSENMANN";"PMDB";"PR";"73780";"2007.0";"53.0";""
"ACÉLIO CASAGRANDE";"ACÉLIO CASAGRANDE";"PMDB";"SC";"143254";"2007.0";"53.0";""
"ARACELY DE PAULA";"ARACELY DE PAULA";"PR";"MG";"74648";"2011.0";"54.0";""
"RAUL HENRY";"RAUL HENRY";"PMDB";"PE";"141523";"2007.0";"53.0";""
"JORGE KHOURY";"JORGE KHOURY";"PFL";"BA";"74552";"2007.0";"53.0";""
"ANDRÉ DE PAULA";"ANDRÉ DE PAULA";"PFL";"PE";"74471";"2007.0";"53.0";""
"REINALDO NOGUEIRA";"REINALDO NOGUEIRA";"PDT";"SP";"141526";"2007.0";"53.0";""
"EUDES XAVIER";"EUDES XAVIER";"PT";"CE";"141386";"2011.0";"54.0";""
"WALDEMIR MOKA";"WALDEMIR MOKA";"PMDB";"MS";"73456";"2007.0";"53.0";""
"LUIZ BASSUMA";"LUIZ BASSUMA";"PT";"BA";"74059";"2007.0";"53.0";""
"LUIZ CARREIRA";"LUIZ CARREIRA";"PFL";"BA";"74142";"2007.0";"53.0";""
"URZENI ROCHA";"URZENI ROCHA";"PSDB";"RR";"141551";"2011.0";"54.0";""
"RENATO AMARY";"RENATO AMARY";"PSDB";"SP";"141528";"2007.0";"53.0";""
"HENRIQUE FONTANA";"HENRIQUE FONTANA";"PT";"RS";"5830527";"2011.0";"54.0";""
"MILTON MONTI";"MILTON MONTI";"PR";"SP";"5830520";"2011.0";"54.0";""
"DELEY";"DELEY";"PTB";"RJ";"5830564";"2011.0";"54.0";""
"EUNÍCIO OLIVEIRA";"EUNÍCIO OLIVEIRA";"PMDB";"CE";"74454";"2007.0";"53.0";""
"FERNANDO LOPES";"FERNANDO LOPES";"PMDB";"RJ";"74843";"2011.0";"54.0";""
"JOÃO LEÃO";"JOÃO LEÃO";"PP";"BA";"74550";"2011.0";"54.0";""
"AFONSO HAMM";"AFONSO HAMM";"PP";"RS";"5830647";"2011.0";"54.0";""
"JAIME MARTINS";"JAIME MARTINS";"PSD";"MG";"5830468";"2011.0";"54.0";""
"CEZAR SCHIRMER";"CEZAR SCHIRMER";"PMDB";"RS";"73480";"2007.0";"53.0";""
"FERNANDO FERRO";"FERNANDO FERRO";"PT";"PE";"74417";"2007.0";"53.0";""
"FERNANDO CHUCRE";"FERNANDO CHUCRE";"PSDB";"SP";"141344";"2007.0";"53.0";""
"MANOEL JUNIOR";"MANOEL JUNIOR";"PMDB";"PB";"5830509";"2011.0";"54.0";""
"GONZAGA PATRIOTA";"GONZAGA PATRIOTA";"PSB";"PE";"5830575";"2011.0";"54.0";""
"HUGO LEAL";"HUGO LEAL";"PROS";"RJ";"5830320";"2011.0";"54.0";""
"ROGÉRIO MARINHO";"ROGÉRIO MARINHO";"PSDB";"RN";"5830463";"2011.0";"54.0";""
"NILSON PINTO";"NILSON PINTO";"PSDB";"PA";"5830421";"2011.0";"54.0";""
"WANDENKOLK GONÇALVES";"WANDENKOLK GONÇALVES";"PSDB";"PA";"141561";"2007.0";"53.0";""
"EDSON SANTOS";"EDSON SANTOS";"PT";"RJ";"141419";"2011.0";"54.0";""
"EDUARDO GOMES";"EDUARDO GOMES";"PSDB";"TO";"73945";"2011.0";"54.0";""
"RENATO MOLLING";"RENATO MOLLING";"PP";"RS";"5830450";"2011.0";"54.0";""
"ANTÔNIO CARLOS BIFFI";"ANTÔNIO CARLOS BIFFI";"PT";"MS";"74373";"2007.0";"53.0";""
"ANDRE VARGAS";"ANDRE VARGAS";"PT";"PR";"141378";"2011.0";"54.0";""
"ODAIR CUNHA";"ODAIR CUNHA";"PT";"MG";"74159";"2007.0";"53.0";""
"ROBERTO ROCHA";"ROBERTO ROCHA";"PSDB";"MA";"74209";"2007.0";"53.0";""
"NELSON MARQUEZELLI";"NELSON MARQUEZELLI";"PTB";"SP";"5830353";"2011.0";"54.0";""
"RODOVALHO";"RODOVALHO";"PFL";"DF";"141530";"2007.0";"53.0";""
"BRUNO RODRIGUES";"BRUNO RODRIGUES";"PSDB";"PE";"141393";"2007.0";"53.0";""
"TAKAYAMA";"TAKAYAMA";"PSC";"PR";"5830674";"2011.0";"54.0";""
"LINDOMAR GARÇON";"LINDOMAR GARÇON";"PMDB";"RO";"5830734";"2011.0";"54.0";""
"PAULO MAGALHÃES";"PAULO MAGALHÃES";"PSD";"BA";"5830592";"2011.0";"54.0";""
"LEONARDO QUINTÃO";"LEONARDO QUINTÃO";"PMDB";"MG";"5830466";"2011.0";"54.0";""
"WALDIR MARANHÃO";"WALDIR MARANHÃO";"PP";"MA";"5830393";"2011.0";"54.0";""
"JÚLIO CESAR";"JÚLIO CESAR";"PSD";"PI";"5830694";"2011.0";"54.0";""
"FRANCISCO ROSSI";"FRANCISCO ROSSI";"PMDB";"SP";"139212";"2007.0";"53.0";""
"RODRIGO DE CASTRO";"RODRIGO DE CASTRO";"PSDB";"MG";"5830453";"2011.0";"54.0";""
"CHICO LOPES";"CHICO LOPES";"PCdoB";"CE";"5830690";"2011.0";"54.0";""
"ÁTILA LIRA";"ÁTILA LIRA";"PSB";"PI";"5830530";"2011.0";"54.0";""
"MARCELO ALMEIDA";"MARCELO ALMEIDA";"PMDB";"PR";"146613";"2011.0";"54.0";""
"FLÁVIO BEZERRA";"FLÁVIO BEZERRA";"PMDB";"CE";"141435";"2007.0";"53.0";""
"FILIPE PEREIRA";"FILIPE PEREIRA";"PSC";"RJ";"141433";"2011.0";"54.0";""
"RICARDO BARROS";"RICARDO BARROS";"PP";"PR";"5830357";"2011.0";"54.0";""
"PAULO BORNHAUSEN";"PAULO BORNHAUSEN";"DEM";"SC";"73883";"2011.0";"54.0";""
"DR. PAULO CÉSAR DA GUIA ALMEIDA";"DR. PAULO CÉSAR DA GUIA ALMEIDA";"PR";"";"6d2b09d8dbee569403609ed767bdc164";"";"";""
"CARLOS MELLES";"CARLOS MELLES";"DEM";"MG";"5830719";"2011.0";"54.0";""
"GERALDO PUDIM";"GERALDO PUDIM";"PMDB";"RJ";"141442";"2007.0";"53.0";""
"ALBERTO SILVA";"ALBERTO SILVA";"PMDB";"PI";"74310";"2007.0";"53.0";""
"DAGOBERTO";"DAGOBERTO";"PDT";"MS";"5830399";"2011.0";"54.0";""
"GERVÁSIO SILVA";"GERVÁSIO SILVA";"PFL";"SC";"73472";"2007.0";"53.0";""
"JÚLIO DELGADO";"JÚLIO DELGADO";"PSB";"MG";"5830574";"2011.0";"54.0";""
"ODÍLIO BALBINOTTI";"ODÍLIO BALBINOTTI";"PMDB";"PR";"73782";"2011.0";"54.0";""
"LEANDRO SAMPAIO";"LEANDRO SAMPAIO";"PPS";"RJ";"141481";"2007.0";"53.0";""
"FERNANDO COELHO FILHO";"FERNANDO COELHO FILHO";"PSB";"PE";"5830678";"2011.0";"54.0";""
"JOAQUIM BELTRÃO";"JOAQUIM BELTRÃO";"PMDB";"AL";"141461";"2011.0";"54.0";""
"SARNEY FILHO";"SARNEY FILHO";"PV";"MA";"5830511";"2011.0";"54.0";""
"JACKSON BARRETO";"JACKSON BARRETO";"PTB";"SE";"77701";"2007.0";"53.0";""
"DARCÍSIO PERONDI";"DARCÍSIO PERONDI";"PMDB";"RS";"5830385";"2011.0";"54.0";""
"PAES LANDIM";"PAES LANDIM";"PTB";"PI";"5830740";"2011.0";"54.0";""
"RITA CAMATA";"RITA CAMATA";"PMDB";"ES";"74777";"2007.0";"53.0";""
"LELO COIMBRA";"LELO COIMBRA";"PMDB";"ES";"5830469";"2011.0";"54.0";""
"SUELI VIDIGAL";"SUELI VIDIGAL";"PDT";"ES";"141548";"2011.0";"54.0";""
"JUSMARI OLIVEIRA";"JUSMARI OLIVEIRA";"PFL";"BA";"141476";"2007.0";"53.0";""
"MÁRCIO FRANÇA";"MÁRCIO FRANÇA";"PSB";"SP";"141497";"2007.0";"53.0";""
"JOÃO CARLOS BACELAR";"JOÃO CARLOS BACELAR";"PR";"BA";"5830780";"2011.0";"54.0";""
"ALBERTO FRAGA";"ALBERTO FRAGA";"DEM";"DF";"5830472";"2011.0";"54.0";""
"ARNALDO MADEIRA";"ARNALDO MADEIRA";"PSDB";"SP";"73993";"2007.0";"53.0";""
"ZONTA";"ZONTA";"PP";"SC";"74392";"2007.0";"53.0";""
"ARLINDO CHINAGLIA";"ARLINDO CHINAGLIA";"PT";"SP";"5830761";"2011.0";"54.0";""
"ALEXANDRE SILVEIRA";"ALEXANDRE SILVEIRA";"PPS";"MG";"141374";"2007.0";"53.0";""
"SILAS CÂMARA";"SILAS CÂMARA";"PSD";"AM";"5830401";"2011.0";"54.0";""
"FÁBIO FARIA";"FÁBIO FARIA";"PSD";"RN";"5830349";"2011.0";"54.0";""
"CARLOS ABICALIL";"CARLOS ABICALIL";"PT";"MT";"74285";"2007.0";"53.0";""
"JOSÉ MENDONÇA BEZERRA";"JOSÉ MENDONÇA BEZERRA";"PFL";"PE";"74425";"2007.0";"53.0";""
"EDUARDO DA FONTE";"EDUARDO DA FONTE";"PP";"PE";"5830517";"2011.0";"54.0";""
"PROFESSORA RAQUEL TEIXEIRA";"PROFESSORA RAQUEL TEIXEIRA";"PSDB";"GO";"74370";"2007.0";"53.0";""
"LEONARDO MONTEIRO";"LEONARDO MONTEIRO";"PT";"MG";"5830402";"2011.0";"54.0";""
"PAULO PIAU";"PAULO PIAU";"PMDB";"MG";"141519";"2011.0";"54.0";""
"ASDRUBAL BENTES";"ASDRUBAL BENTES";"PMDB";"PA";"74222";"2011.0";"54.0";""
"LÚCIO VALE";"LÚCIO VALE";"PR";"PA";"5830567";"2011.0";"54.0";""
"EMANUEL";"EMANUEL";"PSDB";"";"193f8ebfee2ce94fadddc91a659aeab8";"";"";""
"PAULO BAUER";"PAULO BAUER";"PSDB";"SC";"73882";"2007.0";"53.0";""
"VALTENIR LUIZ PEREIRA";"VALTENIR LUIZ PEREIRA";"PSB";"";"515ebe8d78d195f655887998ed79d6f8";"";"";""
"MAURO NAZIF";"MAURO NAZIF";"PSB";"RO";"141508";"2007.0";"53.0";""
"SANDRO MABEL";"SANDRO MABEL";"PL";"GO";"73676";"2007.0";"53.0";""
"ANTONIO CRUZ";"ANTONIO CRUZ";"PP";"MS";"73817";"2007.0";"53.0";""
"ELISEU PADILHA";"ELISEU PADILHA";"PMDB";"RS";"73892";"2011.0";"54.0";""
"SARAIVA FELIPE";"SARAIVA FELIPE";"PMDB";"MG";"5830577";"2011.0";"54.0";""
"JUTAHY JUNIOR";"JUTAHY JUNIOR";"PSDB";"BA";"5830416";"2011.0";"54.0";""
"ANGELA PORTELA";"ANGELA PORTELA";"PTC";"RR";"141380";"2007.0";"53.0";""
"DEVANIR RIBEIRO";"DEVANIR RIBEIRO";"PT";"SP";"74264";"2007.0";"53.0";""
"EDUARDO CUNHA";"EDUARDO CUNHA";"PMDB";"RJ";"5830533";"2011.0";"54.0";""
"EDSON APARECIDO";"EDSON APARECIDO";"PSDB";"SP";"141418";"2007.0";"53.0";""
"VINICIUS CARVALHO";"VINICIUS CARVALHO";"PRB";"SP";"5830631";"2011.0";"54.0";""
"VALDEMAR COSTA NETO";"VALDEMAR COSTA NETO";"PL";"SP";"73565";"2007.0";"53.0";""
"JOÃO ALMEIDA";"JOÃO ALMEIDA";"PSDB";"BA";"74549";"2007.0";"53.0";""
"WILSON BRAGA";"WILSON BRAGA";"PMDB";"PB";"74414";"2007.0";"53.0";""
"WALTER IHOSHI";"WALTER IHOSHI";"PSD";"SP";"5830801";"2011.0";"54.0";""
"SUELY";"SUELY";"PRONA";"RJ";"141549";"2007.0";"53.0";""
"JORGINHO MALULY";"JORGINHO MALULY";"PFL";"SP";"4927";"2007.0";"53.0";""
"MAURÍCIO RANDS";"MAURÍCIO RANDS";"PT";"PE";"74045";"2007.0";"53.0";""
"RUBENS OTONI";"RUBENS OTONI";"PT";"GO";"5830485";"2011.0";"54.0";""
"INDIO DA COSTA";"INDIO DA COSTA";"PSD";"RJ";"5830731";"2011.0";"54.0";""
"HENRIQUE AFONSO";"HENRIQUE AFONSO";"PV";"AC";"73940";"2011.0";"54.0";""
"EDUARDO BARBOSA";"EDUARDO BARBOSA";"PSDB";"MG";"5830588";"2011.0";"54.0";""
"MARCONDES GADELHA";"MARCONDES GADELHA";"PSB";"PB";"74470";"2007.0";"53.0";""
"VICENTINHO";"VICENTINHO";"PT";"SP";"5830496";"2011.0";"54.0";""
"ILDERLEI CORDEIRO";"ILDERLEI CORDEIRO";"PPS";"AC";"141451";"2007.0";"53.0";""
"COLBERT MARTINS";"COLBERT MARTINS";"PMDB";"BA";"74230";"2011.0";"54.0";""
"RENILDO CALHEIROS";"RENILDO CALHEIROS";"PCdoB";"PE";"73801";"2007.0";"53.0";""
"ZÉ FERNANDO";"ZÉ FERNANDO";"PV";"";"6243a257a1b3d0721a4893402b5cb1ad";"";"";""
"DAMIÃO FELICIANO";"DAMIÃO FELICIANO";"PDT";"PB";"5830673";"2011.0";"54.0";""
"JANETE ROCHA PIETÁ";"JANETE ROCHA PIETÁ";"PT";"SP";"141455";"2011.0";"54.0";""
"SANDES JÚNIOR";"SANDES JÚNIOR";"PP";"GO";"5830807";"2011.0";"54.0";""
"WALTER BRITO NETO";"WALTER BRITO NETO";"PFL";"PB";"148295";"2007.0";"53.0";""
"DOMINGOS DUTRA";"DOMINGOS DUTRA";"PT";"MA";"74197";"2007.0";"53.0";""
"EUGÊNIO RABELO";"EUGÊNIO RABELO";"PP";"CE";"141426";"2007.0";"53.0";""
"DR. PAULO CESAR";"DR. PAULO CESAR";"PR";"";"cc39da2b925f89515065e08731ffe6ec";"";"";""
"NELSON GOETTEN";"NELSON GOETTEN";"PFL";"SC";"141511";"2007.0";"53.0";""
"IBSEN PINHEIRO";"IBSEN PINHEIRO";"PMDB";"RS";"133853";"2007.0";"53.0";""
"NATAN DONADON";"NATAN DONADON";"PMDB";"RO";"133372";"2011.0";"54.0";""
"TONHA MAGALHÃES";"TONHA MAGALHÃES";"PFL";"BA";"141382";"2007.0";"53.0";""
"PAULO ROBERTO";"PAULO ROBERTO";"PTB";"";"f96e7aeae60d9315f825fba52279234d";"";"";""
"ROBERTO BALESTRA";"ROBERTO BALESTRA";"PP";"GO";"5830602";"2011.0";"54.0";""
"VIGNATTI";"VIGNATTI";"PT";"SC";"74391";"2007.0";"53.0";""
"GERÔNIMO DA ADEFAL";"GERÔNIMO DA ADEFAL";"PFL";"AL";"141444";"2007.0";"53.0";""
"ZENALDO COUTINHO";"ZENALDO COUTINHO";"PSDB";"PA";"74354";"2011.0";"54.0";""
"WILSON SANTIAGO";"WILSON SANTIAGO";"PMDB";"PB";"74044";"2007.0";"53.0";""
"GEORGE HILTON";"GEORGE HILTON";"PP";"MG";"141441";"2007.0";"53.0";""
"DÉCIO LIMA";"DÉCIO LIMA";"PT";"SC";"5830313";"2011.0";"54.0";""
"DR. TALMIR";"DR. TALMIR";"PV";"SP";"141550";"2007.0";"53.0";""
"PAULO ROCHA";"PAULO ROCHA";"PT";"PA";"74082";"2007.0";"53.0";""
"ALICE PORTUGAL";"ALICE PORTUGAL";"PCdoB";"BA";"5830470";"2011.0";"54.0";""
"JOÃO OLIVEIRA";"JOÃO OLIVEIRA";"PFL";"TO";"141460";"2007.0";"53.0";""
"JANETE CAPIBERIBE";"JANETE CAPIBERIBE";"PSB";"AP";"5830358";"2011.0";"54.0";""
"EDUARDO VALVERDE";"EDUARDO VALVERDE";"PT";"RO";"73938";"2007.0";"53.0";""
"NAZARENO FONTELES";"NAZARENO FONTELES";"PT";"PI";"74491";"2011.0";"54.0";""
"JUVENIL ALVES";"JUVENIL ALVES";"S.Part.";"";"0a77a5c52917d3ef1945ff28e191058c";"";"";""
"ZÉ GERARDO";"ZÉ GERARDO";"PMDB";"CE";"74309";"2007.0";"53.0";""
"JÚLIO REDECKER";"JÚLIO REDECKER";"PSDB";"RS";"73994";"2007.0";"53.0";""
"WILLIAM WOO";"WILLIAM WOO";"PSDB";"SP";"141563";"2007.0";"53.0";""
"NEUCIMAR FRAGA";"NEUCIMAR FRAGA";"PL";"ES";"74165";"2007.0";"53.0";""
"NILMAR RUIZ";"NILMAR RUIZ";"PR";"TO";"73594";"2011.0";"54.0";""
"SÉRGIO BRITO";"SÉRGIO BRITO";"PSD";"BA";"5830291";"2011.0";"54.0";""
"WOLNEY QUEIROZ";"WOLNEY QUEIROZ";"PDT";"PE";"5830303";"2011.0";"54.0";""
"MANUELA DÁVILA";"MANUELA DÁVILA";"PCdoB";"";"cae24163baefc5705f687ae38b9256fb";"";"";""
"JOSÉ MENTOR";"JOSÉ MENTOR";"PT";"SP";"5830475";"2011.0";"54.0";""
"FLÁVIO DINO";"FLÁVIO DINO";"PCdoB";"MA";"141436";"2007.0";"53.0";""
"JOÃO PIZZOLATTI";"JOÃO PIZZOLATTI";"PP";"SC";"73874";"2011.0";"54.0";""
"DILCEU SPERAFICO";"DILCEU SPERAFICO";"PP";"PR";"5830651";"2011.0";"54.0";""
"LUIZ COUTO";"LUIZ COUTO";"PT";"PB";"5830317";"2011.0";"54.0";""
"BETINHO ROSADO";"BETINHO ROSADO";"DEM";"RN";"74321";"2011.0";"54.0";""
"NICE LOBÃO";"NICE LOBÃO";"PFL";"MA";"74447";"2007.0";"53.0";""
"JANETE PIETÁ";"JANETE PIETÁ";"PT";"";"e26fa45ccd0953f1b6d6c77a1b4ea3dd";"";"";""
"MARCOS MEDRADO";"MARCOS MEDRADO";"PDT";"BA";"74634";"2011.0";"54.0";""
"HUMBERTO SOUTO";"HUMBERTO SOUTO";"PPS";"MG";"74662";"2007.0";"53.0";""
"DR. NECHAR";"DR. NECHAR";"PV";"SP";"141540";"2007.0";"53.0";""
"SEBASTIÃO BALA ROCHA";"SEBASTIÃO BALA ROCHA";"PDT";"AP";"141539";"2007.0";"53.0";""
"JAIRO ATAIDE";"JAIRO ATAIDE";"PFL";"MG";"3151";"2007.0";"53.0";""
"SILVINHO PECCIOLI";"SILVINHO PECCIOLI";"PFL";"SP";"141545";"2007.0";"53.0";""
"MARCELO ORTIZ";"MARCELO ORTIZ";"PV";"SP";"74278";"2007.0";"53.0";""
"MAURÍCIO TRINDADE";"MAURÍCIO TRINDADE";"PR";"BA";"141506";"2011.0";"54.0";""
"PRACIANO";"PRACIANO";"PT";"";"d0c2a1772eacd0a41fdcc6157fd36063";"";"";""
"CARLOS EDUARDO CADOCA";"CARLOS EDUARDO CADOCA";"PCdoB";"PE";"5830813";"2011.0";"54.0";""
"CARLOS ZARATTINI";"CARLOS ZARATTINI";"PT";"SP";"5830561";"2011.0";"54.0";""
"RICARDO BERZOINI";"RICARDO BERZOINI";"PT";"SP";"74793";"2007.0";"53.0";""
"ROCHA LOURES";"ROCHA LOURES";"PMDB";"";"d783f6e9f1334c8425f9d05f387ee008";"";"";""
"NEILTON MULIM";"NEILTON MULIM";"PR";"RJ";"141510";"2011.0";"54.0";""
"VANDERLEI MACRIS";"VANDERLEI MACRIS";"PSDB";"SP";"5830332";"2011.0";"54.0";""
"LUCENIRA PIMENTEL";"LUCENIRA PIMENTEL";"PPS";"AP";"141504";"2007.0";"53.0";""
"CARLITO MERSS";"CARLITO MERSS";"PT";"SC";"73469";"2007.0";"53.0";""
"ELIENE LIMA";"ELIENE LIMA";"PP";"MT";"141423";"2007.0";"53.0";""
"JOSÉ GUIMARÃES";"JOSÉ GUIMARÃES";"PT";"CE";"5830597";"2011.0";"54.0";""
"DAVI ALVES SILVA";"DAVI ALVES SILVA";"PDT";"";"ac030041920dea8f2843ba0317b81f62";"";"";""
"JULIÃO AMIN";"JULIÃO AMIN";"PDT";"MA";"141474";"2007.0";"53.0";""
"ELISMAR PRADO";"ELISMAR PRADO";"PT";"MG";"141424";"2007.0";"53.0";""
"FRANCISCO TENORIO";"FRANCISCO TENORIO";"PMN";"AL";"141467";"2007.0";"53.0";""
"CIRO NOGUEIRA";"CIRO NOGUEIRA";"PP";"PI";"74313";"2007.0";"53.0";""
"MARINHA RAUPP";"MARINHA RAUPP";"PMDB";"RO";"5830657";"2011.0";"54.0";""
"LÁZARO BOTELHO";"LÁZARO BOTELHO";"PP";"TO";"5830290";"2011.0";"54.0";""
"DAVI ALVES SILVA JÚNIOR";"DAVI ALVES SILVA JÚNIOR";"PR";"MA";"141412";"2011.0";"54.0";""
"EDINHO BEZ";"EDINHO BEZ";"PMDB";"SC";"5830818";"2011.0";"54.0";""
"BARBOSA NETO";"BARBOSA NETO";"PDT";"PR";"141449";"2007.0";"53.0";""
"JERÔNIMO REIS";"JERÔNIMO REIS";"PFL";"SE";"74528";"2007.0";"53.0";""
"JOSÉ CARLOS VIEIRA";"JOSÉ CARLOS VIEIRA";"PFL";"SC";"73875";"2007.0";"53.0";""
"JORGE TADEU MUDALEN";"JORGE TADEU MUDALEN";"DEM";"SP";"5830590";"2011.0";"54.0";""
"ALFREDO KAEFER";"ALFREDO KAEFER";"PSDB";"PR";"5830645";"2011.0";"54.0";""
"MUSSA DEMES";"MUSSA DEMES";"PFL";"PI";"74318";"2007.0";"53.0";""
"ONYX LORENZONI";"ONYX LORENZONI";"DEM";"RS";"5830449";"2011.0";"54.0";""
"NEUDO CAMPOS";"NEUDO CAMPOS";"PP";"RR";"141512";"2007.0";"53.0";""
"CIRO GOMES";"CIRO GOMES";"PSB";"CE";"141406";"2007.0";"53.0";""
"HERMES PARCIANELLO";"HERMES PARCIANELLO";"PMDB";"PR";"5830423";"2011.0";"54.0";""
"RICARDO TRIPOLI";"RICARDO TRIPOLI";"PSDB";"SP";"5830307";"2011.0";"54.0";""
"JOSÉ FERNANDO APARECIDO DE OLIVEIRA";"JOSÉ FERNANDO APARECIDO DE OLIVEIRA";"PV";"MG";"141466";"2007.0";"53.0";""
"LUCIANA COSTA";"LUCIANA COSTA";"PRONA";"SP";"81512";"2007.0";"53.0";""
"GORETE PEREIRA";"GORETE PEREIRA";"PR";"CE";"5830366";"2011.0";"54.0";""
"EDIGAR MÃO BRANCA";"EDIGAR MÃO BRANCA";"PV";"BA";"143253";"2007.0";"53.0";""
"CLÁUDIO MAGRÃO";"CLÁUDIO MAGRÃO";"PPS";"SP";"74263";"2007.0";"53.0";""
"JOSÉ CARLOS MACHADO";"JOSÉ CARLOS MACHADO";"PFL";"SE";"74055";"2007.0";"53.0";""
"ARNALDO VIANNA";"ARNALDO VIANNA";"PDT";"RJ";"141392";"2007.0";"53.0";""
